converb,count,rank
puzzle,2,326
bark,2,327
present,2,328
share,2,329
barrette,2,330
own,2,331
scare,2,332
snap,2,333
yellow,2,334
rub,2,335
soap,2,336
poke,2,337
rock,2,338
pinch,2,339
rinse,2,340
ouch,2,341
believe,2,342
repeat,2,343
song,2,344
nose,2,345
bike,2,346
number,2,347
awake,2,348
cup,2,349
morning,2,350
ice,2,351
fake,2,352
cool,2,353
cookies,2,354
finger,2,355
condition,2,356
comb,2,357
g,2,358
visit,2,359
tea,2,360
christmas,2,361
grow,2,362
chop,2,363
chip,2,364
cheese,2,365
careful,2,366
copy,2,367
cottage,2,368
cough,2,369
donkey,2,370
dark,2,371
trip,2,372
tree,2,373
disturb,2,374
dog,2,375
doggie,2,376
doubt,2,377
dust,2,378
down,2,379
dribble,2,380
cover,2,381
driver,2,382
drool,2,383
dry,2,384
surprise,2,385
garble,2,386
suitcase,2,387
candy,2,388
wave,2,389
burn,2,390
star,2,391
lemon,2,392
bounce,2,393
act,2,394
ma,2,395
mash,2,396
breakfast,2,397
stretch,2,398
melt,2,399
tumble,1,400
shout,1,401
towel,1,402
worry,1,403
soup,1,404
tv,1,405
shake,1,406
zipper,1,407
wrap,1,408
weeks,1,409
space,1,410
spank,1,411
tryin,1,412
undo,1,413
zip,1,414
shatter,1,415
stamp,1,416
squeak,1,417
shovel,1,418
shine,1,419
squash,1,420
track,1,421
spell,1,422
unglued,1,423
spread,1,424
spend,1,425
unlock,1,426
tip,1,427
while,1,428
spin,1,429
win,1,430
smoke,1,431
suggestions,1,432
switch,1,433
wall,1,434
smash,1,435
soak,1,436
talkin,1,437
slip,1,438
store,1,439
stool,1,440
still,1,441
stickers,1,442
teddy,1,443
th,1,444
swish,1,445
waste,1,446
somewhere,1,447
upset,1,448
unzip,1,449
stethoscope,1,450
siren,1,451
thumb,1,452
untie,1,453
untangle,1,454
sill,1,455
tighten,1,456
songs,1,457
timer,1,458
shy,1,459
shade,1,460
,1,461
send,1,462
deserve,1,463
edge,1,464
diversify,1,465
distract,1,466
disappear,1,467
directions,1,468
diffuse,1,469
determine,1,470
dessert,1,471
decide,1,472
enter,1,473
day,1,474
curl,1,475
crumple,1,476
crumble,1,477
crumb,1,478
cross,1,479
cow,1,480
cookie,1,481
end,1,482
entertain,1,483
seek,1,484
foot,1,485
giggle,1,486
garage,1,487
game,1,488
fuss,1,489
fry,1,490
frustrate,1,491
fruit,1,492
freeze,1,493
flush,1,494
erase,1,495
fish,1,496
fight,1,497
fee,1,498
fear,1,499
fasten,1,500
fact,1,501
even,1,502
escape,1,503
connect,1,504
confine,1,505
complete,1,506
attach,1,507
begin,1,508
beg,1,509
beep,1,510
bat,1,511
baseball,1,512
banana,1,513
ball,1,514
attention,1,515
arm,1,516
competition,1,517
argue,1,518
appreciate,1,519
applause,1,520
airplane,1,521
airmail,1,522
admire,1,523
address,1,524
actin,1,525
bolt,1,526
bottle,1,527
boy,1,528
br,1,529
communicate,1,530
clown,1,531
click,1,532
choke,1,533
chocolate,1,534
children,1,535
cheer,1,536
chase,1,537
character,1,538
cereal,1,539
cave,1,540
bypass,1,541
busy,1,542
bump,1,543
buggy,1,544
brown,1,545
brok,1,546
glass,1,547
glove,1,548
goe,1,549
pause,1,550
pineapple,1,551
pills,1,552
pile,1,553
picture,1,554
persuade,1,555
penny,1,556
pennies,1,557
pay,1,558
pass,1,559
musical,1,560
particular,1,561
part,1,562
page,1,563
overload,1,564
outside,1,565
notice,1,566
night,1,567
nappie,1,568
plant,1,569
pocketbook,1,570
pool,1,571
potatoes,1,572
seat,1,573
scream,1,574
scramble,1,575
scar,1,576
ruin,1,577
rider,1,578
register,1,579
refer,1,580
reel,1,581
red,1,582
recorders,1,583
recite,1,584
reason,1,585
quit,1,586
purpose,1,587
puppets,1,588
publish,1,589
name,1,590
misunderstand,1,591
grab,1,592
horse,1,593
introduce,1,594
interrupt,1,595
insult,1,596
impress,1,597
imagine,1,598
ignore,1,599
hut,1,600
horsie,1,601
honey,1,602
misery,1,603
home,1,604
hiccup,1,605
head,1,606
havin,1,607
half,1,608
guitar,1,609
group,1,610
grease,1,611
jack,1,612
join,1,613
juggle,1,614
kind,1,615
mention,1,616
mechanic,1,617
match,1,618
mark,1,619
march,1,620
manage,1,621
mail,1,622
loan,1,623
limit,1,624
lift,1,625
letter,1,626
legs,1,627
land,1,628
label,1,629
knee,1,630
kit,1,631
kinds,1,632
lunchtime,1,633
